71.88781881332397 Tr_Time
0.5265870094299316 Te_Time
0.9641954898834229 DL_Time
99.78422337403052 Kappa accuracy (%)
99.8003992015968 Overall accuracy (%)
99.81549581440163 Average accuracy (%)
                 precision    recall  f1-score   support

  Healthy grass       1.00      1.00      1.00       250
 Stressed grass       1.00      1.00      1.00       251
Synthetic grass       1.00      1.00      1.00       139
          Trees       1.00      1.00      1.00       249
           Soil       1.00      1.00      1.00       248
          Water       1.00      1.00      1.00        65
    Residential       1.00      1.00      1.00       254
     Commercial       1.00      1.00      1.00       249
           Road       0.99      1.00      1.00       250
        Highway       1.00      1.00      1.00       245
        Railway       1.00      1.00      1.00       247
  Parking Lot 1       1.00      1.00      1.00       247
  Parking Lot 2       1.00      1.00      1.00        94
   Tennis Court       1.00      1.00      1.00        86
  Running Track       1.00      0.99      1.00       132

       accuracy                           1.00      3006
      macro avg       1.00      1.00      1.00      3006
   weighted avg       1.00      1.00      1.00      3006

[100.          99.60159363 100.         100.         100.
 100.          99.60629921 100.         100.          99.59183673
  99.5951417   99.5951417  100.         100.          99.24242424]
[[250   0   0   0   0   0   0   0   0   0   0   0   0   0   0]
 [  1 250   0   0   0   0   0   0   0   0   0   0   0   0   0]
 [  0   0 139   0   0   0   0   0   0   0   0   0   0   0   0]
 [  0   0   0 249   0   0   0   0   0   0   0   0   0   0   0]
 [  0   0   0   0 248   0   0   0   0   0   0   0   0   0   0]
 [  0   0   0   0   0  65   0   0   0   0   0   0   0   0   0]
 [  0   0   0   0   0   0 253   0   1   0   0   0   0   0   0]
 [  0   0   0   0   0   0   0 249   0   0   0   0   0   0   0]
 [  0   0   0   0   0   0   0   0 250   0   0   0   0   0   0]
 [  0   0   0   0   0   0   0   0   0 244   1   0   0   0   0]
 [  0   0   0   0   0   0   0   0   1   0 246   0   0   0   0]
 [  0   0   0   0   0   0   1   0   0   0   0 246   0   0   0]
 [  0   0   0   0   0   0   0   0   0   0   0   0  94   0   0]
 [  0   0   0   0   0   0   0   0   0   0   0   0   0  86   0]
 [  0   0   0   0   0   0   0   1   0   0   0   0   0   0 131]]
